candidate,office,district,party,county,precinct,mail,election_day,votes
Delaine Eastin,Governor,,DEM,Kings,105,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,105,0,0,0
Klement Tinaj,Governor,,DEM,Kings,105,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,105,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,105,0,0,0
Gavin Newsom,Governor,,DEM,Kings,105,0,6,6
"Robert C. Newman, II",Governor,,REP,Kings,105,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,105,6,5,11
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,105,0,3,3
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,105,0,0,0
Tim Ferreira,Lieutenant Governor,,LIB,Kings,105,0,1,1
David Fennell,Lieutenant Governor,,REP,Kings,105,0,11,11
Danny Thomas,Lieutenant Governor,,NON,Kings,105,0,1,1
Cole Harris,Lieutenant Governor,,REP,Kings,105,6,14,20
Ed Hernandez,Lieutenant Governor,,DEM,Kings,105,7,9,16
David R Hernandez,Lieutenant Governor,,REP,Kings,105,1,9,10
Lydia Ortega,Lieutenant Governor,,REP,Kings,105,4,11,15
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,105,0,1,1
Alex Padilla,Secretary of State,,DEM,Kings,105,13,19,32
Gail K Lightfoot,Secretary of State,,LIB,Kings,105,0,0,0
C T Weber,Secretary of State,,PF,Kings,105,0,1,1
Erik Rydberg,Secretary of State,,GRN,Kings,105,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,105,0,7,7
Michael Feinstein,Secretary of State,,GRN,Kings,105,0,0,0
Ruben Major,Secretary of State,,DEM,Kings,105,0,2,2
Mark P Meuser,Secretary of State,,REP,Kings,105,12,41,53
Konstantinos Roditis,Controller,,REP,Kings,105,10,46,56
Mary Lou Finley,Controller,,PF,Kings,105,0,2,2
Betty T Yee,Controller,,DEM,Kings,105,13,22,35
Vivek Viswanathan,Treasurer,,DEM,Kings,105,2,1,3
Jack M Guerrero,Treasurer,,REP,Kings,105,5,24,29
Kevin Akin,Treasurer,,PF,Kings,105,1,1,2
Greg Conlon,Treasurer,,REP,Kings,105,5,27,32
Fiona Ma,Treasurer,,DEM,Kings,105,11,16,27
Dave Jones,Attorney General,,DEM,Kings,105,8,15,23
Steven C Bailey,Attorney General,,REP,Kings,105,7,20,27
Xavier Becerra,Attorney General,,DEM,Kings,105,6,6,12
Eric Early,Attorney General,,REP,Kings,105,4,30,34
Steve Poizner,Insurance Commissioner,,NON,Kings,105,10,47,57
Ricardo Lara,Insurance Commissioner,,DEM,Kings,105,10,18,28
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,105,1,0,1
Asif Mahmood,Insurance Commissioner,,DEM,Kings,105,1,1,2
Gerald Plummer,U.S. Senate,,DEM,Kings,105,3,4,7
Tom Palzer,U.S. Senate,,REP,Kings,105,2,7,9
John Thompson Parker,U.S. Senate,,PF,Kings,105,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,105,0,2,2
Herbert G Peters,U.S. Senate,,DEM,Kings,105,0,0,0
James P Bradley,U.S. Senate,,REP,Kings,105,5,7,12
Arun K Bhumitra,U.S. Senate,,REP,Kings,105,0,8,8
Jerry Joseph Laws,U.S. Senate,,REP,Kings,105,1,2,3
Patrick Little,U.S. Senate,,REP,Kings,105,0,0,0
Tim Gildersleeve,U.S. Senate,,NON,Kings,105,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,105,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,105,0,4,4
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,105,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,105,0,0,0
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,105,1,0,1
Erin Cruz,U.S. Senate,,REP,Kings,105,0,4,4
Derrick Michael Reid,U.S. Senate,,LIB,Kings,105,0,1,1
Dianne Feinstein,U.S. Senate,,DEM,Kings,105,6,8,14
Colleen Shea Fernald,U.S. Senate,,NON,Kings,105,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,105,0,0,0
Paul A Taylor,U.S. Senate,,REP,Kings,105,0,3,3
Donnie O Turner,U.S. Senate,,DEM,Kings,105,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,105,2,1,3
Alison Hartson,U.S. Senate,,DEM,Kings,105,1,1,2
Jason M Hanania,U.S. Senate,,NON,Kings,105,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,105,0,3,3
Lee Olson,U.S. Senate,,NON,Kings,105,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,105,0,1,1
Kevin De Leon,U.S. Senate,,DEM,Kings,105,1,3,4
Kevin Mottus,U.S. Senate,,REP,Kings,105,0,0,0
David Moore,U.S. Senate,,NON,Kings,105,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,105,1,6,7
Andy Vidak,State Senate,14,REP,Kings,105,16,54,70
Ruben Macareno,State Senate,14,DEM,Kings,105,5,5,10
Abigail Solis,State Senate,14,DEM,Kings,105,3,9,12
Melissa Hurtado,State Senate,14,DEM,Kings,105,2,4,6
Justin Mendes,State Assembly,32,REP,Kings,105,11,49,60
Rudy Salas,State Assembly,32,DEM,Kings,105,14,23,37
,Registered Voters,,,Kings,106,,,646
,Ballots Cast,,,Kings,106,34,66,100
Josh Jones,Governor,,GRN,Kings,106,0,0,0
J Bribiesca,Governor,,DEM,Kings,106,0,4,4
Gloria Estela La Riva,Governor,,PF,Kings,106,0,0,0
Peter Y Liu,Governor,,REP,Kings,106,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,106,8,22,30
Yvonne Girard,Governor,,REP,Kings,106,0,1,1
Robert Davidson Griffis,Governor,,DEM,Kings,106,0,0,0
Shubham Goel,Governor,,NON,Kings,106,0,0,0
Travis Allen,Governor,,REP,Kings,106,4,3,7
Akinyemi Agbede,Governor,,DEM,Kings,106,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,106,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,106,0,0,0
Desmond Silveira,Governor,,NON,Kings,106,0,1,1
Michael Shellenberger,Governor,,DEM,Kings,106,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,106,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,106,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,106,0,0,0
John Chiang,Governor,,DEM,Kings,106,4,2,6
John H Cox,Governor,,REP,Kings,106,10,17,27
Amanda Renteria,Governor,,DEM,Kings,106,0,4,4
Delaine Eastin,Governor,,DEM,Kings,106,0,0,0
Jeffrey Edward Taylor,Governor,,NON,Kings,106,0,0,0
Klement Tinaj,Governor,,DEM,Kings,106,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,106,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,106,0,0,0
Gavin Newsom,Governor,,DEM,Kings,106,6,10,16
"Robert C. Newman, II",Governor,,REP,Kings,106,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,106,2,6,8
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,106,3,11,14
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,106,0,1,1
Tim Ferreira,Lieutenant Governor,,LIB,Kings,106,0,4,4
David Fennell,Lieutenant Governor,,REP,Kings,106,3,5,8
Danny Thomas,Lieutenant Governor,,NON,Kings,106,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,106,7,6,13
Ed Hernandez,Lieutenant Governor,,DEM,Kings,106,8,17,25
David R Hernandez,Lieutenant Governor,,REP,Kings,106,2,1,3
Lydia Ortega,Lieutenant Governor,,REP,Kings,106,3,10,13
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,106,1,0,1
Alex Padilla,Secretary of State,,DEM,Kings,106,14,32,46
Gail K Lightfoot,Secretary of State,,LIB,Kings,106,0,3,3
C T Weber,Secretary of State,,PF,Kings,106,1,2,3
Erik Rydberg,Secretary of State,,GRN,Kings,106,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,106,2,2,4
Michael Feinstein,Secretary of State,,GRN,Kings,106,1,1,2
Ruben Major,Secretary of State,,DEM,Kings,106,2,3,5
Mark P Meuser,Secretary of State,,REP,Kings,106,11,20,31
Konstantinos Roditis,Controller,,REP,Kings,106,12,16,28
Mary Lou Finley,Controller,,PF,Kings,106,1,6,7
Betty T Yee,Controller,,DEM,Kings,106,16,41,57
Vivek Viswanathan,Treasurer,,DEM,Kings,106,2,9,11
Jack M Guerrero,Treasurer,,REP,Kings,106,13,13,26
Kevin Akin,Treasurer,,PF,Kings,106,0,2,2
Greg Conlon,Treasurer,,REP,Kings,106,3,10,13
Fiona Ma,Treasurer,,DEM,Kings,106,13,27,40
Dave Jones,Attorney General,,DEM,Kings,106,7,3,10
Steven C Bailey,Attorney General,,REP,Kings,106,5,13,18
Xavier Becerra,Attorney General,,DEM,Kings,106,12,37,49
Eric Early,Attorney General,,REP,Kings,106,7,8,15
Steve Poizner,Insurance Commissioner,,NON,Kings,106,11,14,25
Ricardo Lara,Insurance Commissioner,,DEM,Kings,106,18,35,53
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,106,1,4,5
Asif Mahmood,Insurance Commissioner,,DEM,Kings,106,0,8,8
Gerald Plummer,U.S. Senate,,DEM,Kings,106,2,4,6
Tom Palzer,U.S. Senate,,REP,Kings,106,0,2,2
John Thompson Parker,U.S. Senate,,PF,Kings,106,0,0,0
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,106,1,1,2
Herbert G Peters,U.S. Senate,,DEM,Kings,106,0,1,1
James P Bradley,U.S. Senate,,REP,Kings,106,1,7,8
Arun K Bhumitra,U.S. Senate,,REP,Kings,106,1,0,1
Jerry Joseph Laws,U.S. Senate,,REP,Kings,106,0,0,0
Patrick Little,U.S. Senate,,REP,Kings,106,1,0,1
Tim Gildersleeve,U.S. Senate,,NON,Kings,106,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,106,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,106,0,1,1
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,106,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,106,0,1,1
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,106,2,0,2
Erin Cruz,U.S. Senate,,REP,Kings,106,0,0,0
Derrick Michael Reid,U.S. Senate,,LIB,Kings,106,0,0,0
Dianne Feinstein,U.S. Senate,,DEM,Kings,106,9,23,32
Colleen Shea Fernald,U.S. Senate,,NON,Kings,106,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,106,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,106,1,4,5
Donnie O Turner,U.S. Senate,,DEM,Kings,106,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,106,1,0,1
Alison Hartson,U.S. Senate,,DEM,Kings,106,1,1,2
Jason M Hanania,U.S. Senate,,NON,Kings,106,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,106,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,106,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,106,0,0,0
Kevin De Leon,U.S. Senate,,DEM,Kings,106,1,11,12
Kevin Mottus,U.S. Senate,,REP,Kings,106,0,2,2
David Moore,U.S. Senate,,NON,Kings,106,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,106,1,2,3
Andy Vidak,State Senate,14,REP,Kings,106,16,24,40
Ruben Macareno,State Senate,14,DEM,Kings,106,2,6,8
Abigail Solis,State Senate,14,DEM,Kings,106,4,20,24
Melissa Hurtado,State Senate,14,DEM,Kings,106,10,15,25
Justin Mendes,State Assembly,32,REP,Kings,106,13,23,36
Rudy Salas,State Assembly,32,DEM,Kings,106,19,42,61
,Registered Voters,,,Kings,201,,,3686
,Ballots Cast,,,Kings,201,99,295,394
Josh Jones,Governor,,GRN,Kings,201,0,1,1
J Bribiesca,Governor,,DEM,Kings,201,1,0,1
Gloria Estela La Riva,Governor,,PF,Kings,201,0,0,0
Peter Y Liu,Governor,,REP,Kings,201,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,201,32,111,143
Yvonne Girard,Governor,,REP,Kings,201,0,4,4
Robert Davidson Griffis,Governor,,DEM,Kings,201,0,1,1
Shubham Goel,Governor,,NON,Kings,201,0,0,0
Travis Allen,Governor,,REP,Kings,201,17,48,65
Akinyemi Agbede,Governor,,DEM,Kings,201,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,201,0,1,1
Nickolas Wildstar,Governor,,LIB,Kings,201,0,0,0
Desmond Silveira,Governor,,NON,Kings,201,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,201,0,0,0
Zoltan Istvan,Governor,,LIB,Kings,201,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,201,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,201,0,0,0
John Chiang,Governor,,DEM,Kings,201,8,20,28
John H Cox,Governor,,REP,Kings,201,28,62,90
Amanda Renteria,Governor,,DEM,Kings,201,1,7,8
Delaine Eastin,Governor,,DEM,Kings,201,0,3,3
Jeffrey Edward Taylor,Governor,,NON,Kings,201,0,0,0
Klement Tinaj,Governor,,DEM,Kings,201,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,201,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,201,0,0,0
Gavin Newsom,Governor,,DEM,Kings,201,4,29,33
"Robert C. Newman, II",Governor,,REP,Kings,201,0,1,1
Jeff Bleich,Lieutenant Governor,,DEM,Kings,201,5,22,27
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,201,3,16,19
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,201,1,3,4
Tim Ferreira,Lieutenant Governor,,LIB,Kings,201,1,2,3
David Fennell,Lieutenant Governor,,REP,Kings,201,7,17,24
Danny Thomas,Lieutenant Governor,,NON,Kings,201,3,3,6
Cole Harris,Lieutenant Governor,,REP,Kings,201,13,47,60
Ed Hernandez,Lieutenant Governor,,DEM,Kings,201,35,118,153
David R Hernandez,Lieutenant Governor,,REP,Kings,201,7,16,23
Lydia Ortega,Lieutenant Governor,,REP,Kings,201,12,28,40
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,201,1,6,7
Alex Padilla,Secretary of State,,DEM,Kings,201,42,151,193
Gail K Lightfoot,Secretary of State,,LIB,Kings,201,0,5,5
C T Weber,Secretary of State,,PF,Kings,201,2,1,3
Erik Rydberg,Secretary of State,,GRN,Kings,201,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,201,7,14,21
Michael Feinstein,Secretary of State,,GRN,Kings,201,0,3,3
Ruben Major,Secretary of State,,DEM,Kings,201,5,16,21
Mark P Meuser,Secretary of State,,REP,Kings,201,33,97,130
Konstantinos Roditis,Controller,,REP,Kings,201,32,101,133
Mary Lou Finley,Controller,,PF,Kings,201,5,13,18
Betty T Yee,Controller,,DEM,Kings,201,52,166,218
Vivek Viswanathan,Treasurer,,DEM,Kings,201,7,33,40
Jack M Guerrero,Treasurer,,REP,Kings,201,14,48,62
Kevin Akin,Treasurer,,PF,Kings,201,2,7,9
Greg Conlon,Treasurer,,REP,Kings,201,28,69,97
Fiona Ma,Treasurer,,DEM,Kings,201,34,123,157
Dave Jones,Attorney General,,DEM,Kings,201,17,49,66
Steven C Bailey,Attorney General,,REP,Kings,201,24,73,97
Xavier Becerra,Attorney General,,DEM,Kings,201,33,123,156
Eric Early,Attorney General,,REP,Kings,201,15,45,60
Steve Poizner,Insurance Commissioner,,NON,Kings,201,32,102,134
Ricardo Lara,Insurance Commissioner,,DEM,Kings,201,44,148,192
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,201,2,10,12
Asif Mahmood,Insurance Commissioner,,DEM,Kings,201,5,18,23
Gerald Plummer,U.S. Senate,,DEM,Kings,201,4,25,29
Tom Palzer,U.S. Senate,,REP,Kings,201,4,12,16
John Thompson Parker,U.S. Senate,,PF,Kings,201,0,1,1
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,201,1,8,9
Herbert G Peters,U.S. Senate,,DEM,Kings,201,0,3,3
James P Bradley,U.S. Senate,,REP,Kings,201,11,31,42
Arun K Bhumitra,U.S. Senate,,REP,Kings,201,6,10,16
Jerry Joseph Laws,U.S. Senate,,REP,Kings,201,1,2,3
Patrick Little,U.S. Senate,,REP,Kings,201,3,4,7
Tim Gildersleeve,U.S. Senate,,NON,Kings,201,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,201,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,201,0,0,0
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,201,0,1,1
Ling Ling Shi,U.S. Senate,,NON,Kings,201,1,0,1
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,201,1,7,8
Erin Cruz,U.S. Senate,,REP,Kings,201,7,14,21
Derrick Michael Reid,U.S. Senate,,LIB,Kings,201,0,1,1
Dianne Feinstein,U.S. Senate,,DEM,Kings,201,23,73,96
Colleen Shea Fernald,U.S. Senate,,NON,Kings,201,0,1,1
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,201,0,2,2
Paul A Taylor,U.S. Senate,,REP,Kings,201,2,10,12
Donnie O Turner,U.S. Senate,,DEM,Kings,201,0,3,3
Pat Harris,U.S. Senate,,DEM,Kings,201,1,1,2
Alison Hartson,U.S. Senate,,DEM,Kings,201,0,1,1
Jason M Hanania,U.S. Senate,,NON,Kings,201,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,201,0,2,2
Lee Olson,U.S. Senate,,NON,Kings,201,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,201,2,9,11
Kevin De Leon,U.S. Senate,,DEM,Kings,201,10,44,54
Kevin Mottus,U.S. Senate,,REP,Kings,201,0,6,6
David Moore,U.S. Senate,,NON,Kings,201,0,0,0
Mario Nabliba,U.S. Senate,,REP,Kings,201,2,3,5
Andy Vidak,State Senate,14,REP,Kings,201,53,136,189
Ruben Macareno,State Senate,14,DEM,Kings,201,9,39,48
Abigail Solis,State Senate,14,DEM,Kings,201,8,31,39
Melissa Hurtado,State Senate,14,DEM,Kings,201,24,77,101
Justin Mendes,State Assembly,32,REP,Kings,201,41,110,151
Rudy Salas,State Assembly,32,DEM,Kings,201,52,175,227
,Registered Voters,,,Kings,202,,,2950
,Ballots Cast,,,Kings,202,88,284,372
Josh Jones,Governor,,GRN,Kings,202,0,0,0
J Bribiesca,Governor,,DEM,Kings,202,0,1,1
Gloria Estela La Riva,Governor,,PF,Kings,202,0,0,0
Peter Y Liu,Governor,,REP,Kings,202,0,0,0
Antonio Villaraigosa,Governor,,DEM,Kings,202,20,140,160
Yvonne Girard,Governor,,REP,Kings,202,3,4,7
Robert Davidson Griffis,Governor,,DEM,Kings,202,0,1,1
Shubham Goel,Governor,,NON,Kings,202,0,0,0
Travis Allen,Governor,,REP,Kings,202,11,37,48
Akinyemi Agbede,Governor,,DEM,Kings,202,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,202,0,1,1
Nickolas Wildstar,Governor,,LIB,Kings,202,0,1,1
Desmond Silveira,Governor,,NON,Kings,202,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,202,0,1,1
Zoltan Istvan,Governor,,LIB,Kings,202,1,0,1
Christopher N Carlson,Governor,,GRN,Kings,202,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,202,1,1,2
John Chiang,Governor,,DEM,Kings,202,8,18,26
John H Cox,Governor,,REP,Kings,202,29,35,64
Amanda Renteria,Governor,,DEM,Kings,202,0,4,4
Delaine Eastin,Governor,,DEM,Kings,202,1,8,9
Jeffrey Edward Taylor,Governor,,NON,Kings,202,0,0,0
Klement Tinaj,Governor,,DEM,Kings,202,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,202,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,202,0,0,0
Gavin Newsom,Governor,,DEM,Kings,202,7,18,25
"Robert C. Newman, II",Governor,,REP,Kings,202,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,202,6,25,31
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,202,2,23,25
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,202,0,4,4
Tim Ferreira,Lieutenant Governor,,LIB,Kings,202,1,3,4
David Fennell,Lieutenant Governor,,REP,Kings,202,12,10,22
Danny Thomas,Lieutenant Governor,,NON,Kings,202,0,0,0
Cole Harris,Lieutenant Governor,,REP,Kings,202,15,31,46
Ed Hernandez,Lieutenant Governor,,DEM,Kings,202,28,126,154
David R Hernandez,Lieutenant Governor,,REP,Kings,202,8,22,30
Lydia Ortega,Lieutenant Governor,,REP,Kings,202,11,29,40
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,202,0,6,6
Alex Padilla,Secretary of State,,DEM,Kings,202,33,169,202
Gail K Lightfoot,Secretary of State,,LIB,Kings,202,1,12,13
C T Weber,Secretary of State,,PF,Kings,202,1,3,4
Erik Rydberg,Secretary of State,,GRN,Kings,202,0,0,0
Raul Rodriguez Jr,Secretary of State,,REP,Kings,202,6,2,8
Michael Feinstein,Secretary of State,,GRN,Kings,202,2,5,7
Ruben Major,Secretary of State,,DEM,Kings,202,3,16,19
Mark P Meuser,Secretary of State,,REP,Kings,202,35,66,101
Konstantinos Roditis,Controller,,REP,Kings,202,39,68,107
Mary Lou Finley,Controller,,PF,Kings,202,4,17,21
Betty T Yee,Controller,,DEM,Kings,202,38,188,226
Vivek Viswanathan,Treasurer,,DEM,Kings,202,3,30,33
Jack M Guerrero,Treasurer,,REP,Kings,202,23,42,65
Kevin Akin,Treasurer,,PF,Kings,202,1,7,8
Greg Conlon,Treasurer,,REP,Kings,202,24,37,61
Fiona Ma,Treasurer,,DEM,Kings,202,26,157,183
Dave Jones,Attorney General,,DEM,Kings,202,11,48,59
Steven C Bailey,Attorney General,,REP,Kings,202,24,42,66
Xavier Becerra,Attorney General,,DEM,Kings,202,26,147,173
Eric Early,Attorney General,,REP,Kings,202,19,36,55
Steve Poizner,Insurance Commissioner,,NON,Kings,202,40,63,103
Ricardo Lara,Insurance Commissioner,,DEM,Kings,202,32,173,205
Nathalie Hrizi,Insurance Commissioner,,PF,Kings,202,3,8,11
Asif Mahmood,Insurance Commissioner,,DEM,Kings,202,3,21,24
Gerald Plummer,U.S. Senate,,DEM,Kings,202,0,6,6
Tom Palzer,U.S. Senate,,REP,Kings,202,3,13,16
John Thompson Parker,U.S. Senate,,PF,Kings,202,0,2,2
Douglas Howard Pierce,U.S. Senate,,DEM,Kings,202,1,11,12
Herbert G Peters,U.S. Senate,,DEM,Kings,202,0,1,1
James P Bradley,U.S. Senate,,REP,Kings,202,9,16,25
Arun K Bhumitra,U.S. Senate,,REP,Kings,202,10,7,17
Jerry Joseph Laws,U.S. Senate,,REP,Kings,202,3,2,5
Patrick Little,U.S. Senate,,REP,Kings,202,0,1,1
Tim Gildersleeve,U.S. Senate,,NON,Kings,202,0,0,0
Michael Fahmy Girgis,U.S. Senate,,NON,Kings,202,0,0,0
Don J Grundmann,U.S. Senate,,NON,Kings,202,0,1,1
Rash Bihari Ghosh,U.S. Senate,,NON,Kings,202,0,0,0
Ling Ling Shi,U.S. Senate,,NON,Kings,202,1,2,3
"John ""Jack"" Crew",U.S. Senate,,REP,Kings,202,1,1,2
Erin Cruz,U.S. Senate,,REP,Kings,202,8,10,18
Derrick Michael Reid,U.S. Senate,,LIB,Kings,202,0,2,2
Dianne Feinstein,U.S. Senate,,DEM,Kings,202,19,89,108
Colleen Shea Fernald,U.S. Senate,,NON,Kings,202,0,0,0
Adrienne Nicole Edward,U.S. Senate,,DEM,Kings,202,0,1,1
Paul A Taylor,U.S. Senate,,REP,Kings,202,1,11,12
Donnie O Turner,U.S. Senate,,DEM,Kings,202,0,0,0
Pat Harris,U.S. Senate,,DEM,Kings,202,2,4,6
Alison Hartson,U.S. Senate,,DEM,Kings,202,0,0,0
Jason M Hanania,U.S. Senate,,NON,Kings,202,0,0,0
David Hildebrand,U.S. Senate,,DEM,Kings,202,0,0,0
Lee Olson,U.S. Senate,,NON,Kings,202,0,0,0
"Roque ""Rocky"" De La Fuente",U.S. Senate,,REP,Kings,202,1,4,5
Kevin De Leon,U.S. Senate,,DEM,Kings,202,7,66,73
Kevin Mottus,U.S. Senate,,REP,Kings,202,2,1,3
David Moore,U.S. Senate,,NON,Kings,202,0,2,2
Mario Nabliba,U.S. Senate,,REP,Kings,202,3,9,12
Andy Vidak,State Senate,14,REP,Kings,202,48,78,126
Ruben Macareno,State Senate,14,DEM,Kings,202,5,43,48
Abigail Solis,State Senate,14,DEM,Kings,202,10,29,39
Melissa Hurtado,State Senate,14,DEM,Kings,202,19,123,142
Justin Mendes,State Assembly,32,REP,Kings,202,45,78,123
Rudy Salas,State Assembly,32,DEM,Kings,202,38,199,237
,Registered Voters,,,Kings,203,,,3876
,Ballots Cast,,,Kings,203,103,270,373
Josh Jones,Governor,,GRN,Kings,203,0,1,1
J Bribiesca,Governor,,DEM,Kings,203,0,0,0
Gloria Estela La Riva,Governor,,PF,Kings,203,0,4,4
Peter Y Liu,Governor,,REP,Kings,203,0,1,1
Antonio Villaraigosa,Governor,,DEM,Kings,203,46,114,160
Yvonne Girard,Governor,,REP,Kings,203,0,3,3
Robert Davidson Griffis,Governor,,DEM,Kings,203,0,4,4
Shubham Goel,Governor,,NON,Kings,203,0,0,0
Travis Allen,Governor,,REP,Kings,203,5,38,43
Akinyemi Agbede,Governor,,DEM,Kings,203,0,0,0
Johnny Wattenburg,Governor,,NON,Kings,203,0,0,0
Nickolas Wildstar,Governor,,LIB,Kings,203,0,0,0
Desmond Silveira,Governor,,NON,Kings,203,0,0,0
Michael Shellenberger,Governor,,DEM,Kings,203,1,2,3
Zoltan Istvan,Governor,,LIB,Kings,203,0,0,0
Christopher N Carlson,Governor,,GRN,Kings,203,0,0,0
Thomas Jefferson Cares,Governor,,DEM,Kings,203,0,1,1
John Chiang,Governor,,DEM,Kings,203,3,9,12
John H Cox,Governor,,REP,Kings,203,26,30,56
Amanda Renteria,Governor,,DEM,Kings,203,2,10,12
Delaine Eastin,Governor,,DEM,Kings,203,3,3,6
Jeffrey Edward Taylor,Governor,,NON,Kings,203,0,0,0
Klement Tinaj,Governor,,DEM,Kings,203,0,0,0
"Hakan ""Hawk"" Mikado",Governor,,NON,Kings,203,0,0,0
Albert Caesar Mezzetti,Governor,,DEM,Kings,203,0,0,0
Gavin Newsom,Governor,,DEM,Kings,203,9,29,38
"Robert C. Newman, II",Governor,,REP,Kings,203,0,0,0
Jeff Bleich,Lieutenant Governor,,DEM,Kings,203,13,29,42
Eleni Kounalakis,Lieutenant Governor,,DEM,Kings,203,5,19,24
Cameron Gharabiklou,Lieutenant Governor,,DEM,Kings,203,1,8,9
Tim Ferreira,Lieutenant Governor,,LIB,Kings,203,2,5,7
David Fennell,Lieutenant Governor,,REP,Kings,203,4,15,19
Danny Thomas,Lieutenant Governor,,NON,Kings,203,1,3,4
Cole Harris,Lieutenant Governor,,REP,Kings,203,10,18,28
Ed Hernandez,Lieutenant Governor,,DEM,Kings,203,21,96,117
David R Hernandez,Lieutenant Governor,,REP,Kings,203,11,17,28
Lydia Ortega,Lieutenant Governor,,REP,Kings,203,18,30,48
Gayle McLaughlin,Lieutenant Governor,,NON,Kings,203,3,7,10
Alex Padilla,Secretary of State,,DEM,Kings,203,58,161,219
Gail K Lightfoot,Secretary of State,,LIB,Kings,203,3,7,10
