"","county","precinct","office","district","party","candidate","votes"
"22260","San Bernardino","UNI0041","U.S. Senate",NA,"Dem","Kevin DeLeon",18
"22261","San Bernardino","UNI0042","U.S. Senate",NA,"Dem","Kevin DeLeon",129
"22262","San Bernardino","UNI0043","U.S. Senate",NA,"Dem","Kevin DeLeon",36
"22263","San Bernardino","UNI0044","U.S. Senate",NA,"Dem","Kevin DeLeon",33
"22264","San Bernardino","UNI0045","U.S. Senate",NA,"Dem","Kevin DeLeon",20
"22265","San Bernardino","UNI0053","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22266","San Bernardino","UNI0054","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22267","San Bernardino","UNI0057","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22268","San Bernardino","UNI0058","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22269","San Bernardino","UNI0062","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22270","San Bernardino","UNI0063","U.S. Senate",NA,"Dem","Kevin DeLeon",51
"22271","San Bernardino","UNI0064","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22272","San Bernardino","UNI0065","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22273","San Bernardino","UNI0066","U.S. Senate",NA,"Dem","Kevin DeLeon",23
"22274","San Bernardino","UNI0070","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22275","San Bernardino","UNI0071","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22276","San Bernardino","UNI0072","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22277","San Bernardino","UNI0075","U.S. Senate",NA,"Dem","Kevin DeLeon",18
"22278","San Bernardino","UNI0079","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22279","San Bernardino","UNI0080","U.S. Senate",NA,"Dem","Kevin DeLeon",22
"22280","San Bernardino","UNI0081","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22281","San Bernardino","UNI0085","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22282","San Bernardino","UNI0088","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22283","San Bernardino","UNI0089","U.S. Senate",NA,"Dem","Kevin DeLeon",21
"22284","San Bernardino","UNI0090","U.S. Senate",NA,"Dem","Kevin DeLeon",77
"22285","San Bernardino","UNI0091","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22286","San Bernardino","UNI0092","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22287","San Bernardino","UNI0093","U.S. Senate",NA,"Dem","Kevin DeLeon",28
"22288","San Bernardino","UNI0095","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22289","San Bernardino","UNI0096","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22290","San Bernardino","UNI0097","U.S. Senate",NA,"Dem","Kevin DeLeon",156
"22291","San Bernardino","UNI0101","U.S. Senate",NA,"Dem","Kevin DeLeon",54
"22292","San Bernardino","UNI0103","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22293","San Bernardino","UNI0109","U.S. Senate",NA,"Dem","Kevin DeLeon",123
"22294","San Bernardino","UNI0112","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22295","San Bernardino","UNI0116","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22296","San Bernardino","UNI0120","U.S. Senate",NA,"Dem","Kevin DeLeon",441
"22297","San Bernardino","UNI0121","U.S. Senate",NA,"Dem","Kevin DeLeon",277
"22298","San Bernardino","UNI0122","U.S. Senate",NA,"Dem","Kevin DeLeon",6
"22299","San Bernardino","UNI0123","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22300","San Bernardino","UNI0124","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22301","San Bernardino","UNI0125","U.S. Senate",NA,"Dem","Kevin DeLeon",8
"22302","San Bernardino","UNI0127","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22303","San Bernardino","UNI0129","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22304","San Bernardino","UNI0130","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22305","San Bernardino","UNI0145","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22306","San Bernardino","UNI0146","U.S. Senate",NA,"Dem","Kevin DeLeon",18
"22307","San Bernardino","UNI0147","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22308","San Bernardino","UNI0148","U.S. Senate",NA,"Dem","Kevin DeLeon",135
"22309","San Bernardino","UNI0149","U.S. Senate",NA,"Dem","Kevin DeLeon",16
"22310","San Bernardino","UNI0150","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22311","San Bernardino","UNI0151","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22312","San Bernardino","UNI0153","U.S. Senate",NA,"Dem","Kevin DeLeon",105
"22313","San Bernardino","UNI0155","U.S. Senate",NA,"Dem","Kevin DeLeon",135
"22314","San Bernardino","UNI0157","U.S. Senate",NA,"Dem","Kevin DeLeon",339
"22315","San Bernardino","UNI0158","U.S. Senate",NA,"Dem","Kevin DeLeon",53
"22316","San Bernardino","UNI0163","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22317","San Bernardino","UNI0164","U.S. Senate",NA,"Dem","Kevin DeLeon",37
"22318","San Bernardino","UNI0168","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22319","San Bernardino","UNI0187","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22320","San Bernardino","UNI0188","U.S. Senate",NA,"Dem","Kevin DeLeon",26
"22321","San Bernardino","UNI0191","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22322","San Bernardino","UNI0195","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22323","San Bernardino","UNI0196","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22324","San Bernardino","UNI0200","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22325","San Bernardino","UNI0203","U.S. Senate",NA,"Dem","Kevin DeLeon",41
"22326","San Bernardino","UNI0217","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22327","San Bernardino","UNI0218","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22328","San Bernardino","UNI0219","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22329","San Bernardino","UNI0220","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22330","San Bernardino","UNI0222","U.S. Senate",NA,"Dem","Kevin DeLeon",40
"22331","San Bernardino","UNI0224","U.S. Senate",NA,"Dem","Kevin DeLeon",143
"22332","San Bernardino","UNI0225","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22333","San Bernardino","UNI0226","U.S. Senate",NA,"Dem","Kevin DeLeon",140
"22334","San Bernardino","UNI0227","U.S. Senate",NA,"Dem","Kevin DeLeon",404
"22335","San Bernardino","UNI0229","U.S. Senate",NA,"Dem","Kevin DeLeon",115
"22336","San Bernardino","UNI0230","U.S. Senate",NA,"Dem","Kevin DeLeon",444
"22337","San Bernardino","UNI0232","U.S. Senate",NA,"Dem","Kevin DeLeon",22
"22338","San Bernardino","UNI0241","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22339","San Bernardino","UNI0243","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22340","San Bernardino","UNI0245","U.S. Senate",NA,"Dem","Kevin DeLeon",138
"22341","San Bernardino","UNI0246","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22342","San Bernardino","UNI0248","U.S. Senate",NA,"Dem","Kevin DeLeon",122
"22343","San Bernardino","UNI0249","U.S. Senate",NA,"Dem","Kevin DeLeon",142
"22344","San Bernardino","UNI0250","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22345","San Bernardino","UNI0251","U.S. Senate",NA,"Dem","Kevin DeLeon",70
"22346","San Bernardino","UNI0253","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22347","San Bernardino","UNI0254","U.S. Senate",NA,"Dem","Kevin DeLeon",342
"22348","San Bernardino","UNI0255","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22349","San Bernardino","UNI0256","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22350","San Bernardino","UNI0258","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22351","San Bernardino","UNI0259","U.S. Senate",NA,"Dem","Kevin DeLeon",480
"22352","San Bernardino","UNI0260","U.S. Senate",NA,"Dem","Kevin DeLeon",37
"22353","San Bernardino","UNI0261","U.S. Senate",NA,"Dem","Kevin DeLeon",9
"22354","San Bernardino","UNI0262","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22355","San Bernardino","UNI0263","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22356","San Bernardino","UNI0290","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22357","San Bernardino","UNI0294","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22358","San Bernardino","UNI0360","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22359","San Bernardino","UNI0361","U.S. Senate",NA,"Dem","Kevin DeLeon",139
"22360","San Bernardino","UNI0362","U.S. Senate",NA,"Dem","Kevin DeLeon",154
"22361","San Bernardino","UNI0363","U.S. Senate",NA,"Dem","Kevin DeLeon",27
"22362","San Bernardino","UNI0364","U.S. Senate",NA,"Dem","Kevin DeLeon",55
"22363","San Bernardino","UNI0365","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22364","San Bernardino","UNI0372","U.S. Senate",NA,"Dem","Kevin DeLeon",49
"22365","San Bernardino","UNI0373","U.S. Senate",NA,"Dem","Kevin DeLeon",42
"22366","San Bernardino","UNI0374","U.S. Senate",NA,"Dem","Kevin DeLeon",95
"22367","San Bernardino","UNI0375","U.S. Senate",NA,"Dem","Kevin DeLeon",101
"22368","San Bernardino","UNI0376","U.S. Senate",NA,"Dem","Kevin DeLeon",312
"22369","San Bernardino","UNI0399","U.S. Senate",NA,"Dem","Kevin DeLeon",39
"22370","San Bernardino","UNI0402","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22371","San Bernardino","UNI0404","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22372","San Bernardino","UNI0408","U.S. Senate",NA,"Dem","Kevin DeLeon",61
"22373","San Bernardino","UNI0409","U.S. Senate",NA,"Dem","Kevin DeLeon",239
"22374","San Bernardino","UNI0410","U.S. Senate",NA,"Dem","Kevin DeLeon",61
"22375","San Bernardino","UNI0413","U.S. Senate",NA,"Dem","Kevin DeLeon",300
"22376","San Bernardino","UNI0414","U.S. Senate",NA,"Dem","Kevin DeLeon",305
"22377","San Bernardino","UNI0461","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22378","San Bernardino","UNI0467","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22379","San Bernardino","UNI0469","U.S. Senate",NA,"Dem","Kevin DeLeon",14
"22380","San Bernardino","UNI0470","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22381","San Bernardino","UNI0473","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22382","San Bernardino","UNI0474","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22383","San Bernardino","UNI0478","U.S. Senate",NA,"Dem","Kevin DeLeon",185
"22384","San Bernardino","UNI0479","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22385","San Bernardino","UNI0480","U.S. Senate",NA,"Dem","Kevin DeLeon",303
"22386","San Bernardino","UNI0485","U.S. Senate",NA,"Dem","Kevin DeLeon",85
"22387","San Bernardino","UNI0487","U.S. Senate",NA,"Dem","Kevin DeLeon",162
"22388","San Bernardino","UNI0488","U.S. Senate",NA,"Dem","Kevin DeLeon",73
"22389","San Bernardino","UNI0489","U.S. Senate",NA,"Dem","Kevin DeLeon",309
"22390","San Bernardino","UNI0490","U.S. Senate",NA,"Dem","Kevin DeLeon",127
"22391","San Bernardino","UNI0492","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22392","San Bernardino","UNI0493","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22393","San Bernardino","UNI0498","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22394","San Bernardino","UNI0499","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22395","San Bernardino","UNI0501","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22396","San Bernardino","UNI0503","U.S. Senate",NA,"Dem","Kevin DeLeon",22
"22397","San Bernardino","UNI0516","U.S. Senate",NA,"Dem","Kevin DeLeon",130
"22398","San Bernardino","UNI0519","U.S. Senate",NA,"Dem","Kevin DeLeon",26
"22399","San Bernardino","UNI0523","U.S. Senate",NA,"Dem","Kevin DeLeon",18
"22400","San Bernardino","UNI0524","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22401","San Bernardino","UNI0525","U.S. Senate",NA,"Dem","Kevin DeLeon",255
"22402","San Bernardino","UNI0526","U.S. Senate",NA,"Dem","Kevin DeLeon",23
"22403","San Bernardino","UNI0527","U.S. Senate",NA,"Dem","Kevin DeLeon",26
"22404","San Bernardino","UNI0529","U.S. Senate",NA,"Dem","Kevin DeLeon",14
"22405","San Bernardino","UNI0530","U.S. Senate",NA,"Dem","Kevin DeLeon",545
"22406","San Bernardino","UNI0531","U.S. Senate",NA,"Dem","Kevin DeLeon",88
"22407","San Bernardino","UNI0532","U.S. Senate",NA,"Dem","Kevin DeLeon",432
"22408","San Bernardino","UNI0533","U.S. Senate",NA,"Dem","Kevin DeLeon",132
"22409","San Bernardino","UNI0534","U.S. Senate",NA,"Dem","Kevin DeLeon",72
"22410","San Bernardino","UNI0535","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22411","San Bernardino","UNI0536","U.S. Senate",NA,"Dem","Kevin DeLeon",199
"22412","San Bernardino","UNI0537","U.S. Senate",NA,"Dem","Kevin DeLeon",14
"22413","San Bernardino","UNI0541","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22414","San Bernardino","UNI0543","U.S. Senate",NA,"Dem","Kevin DeLeon",164
"22415","San Bernardino","UNI0544","U.S. Senate",NA,"Dem","Kevin DeLeon",62
"22416","San Bernardino","UNI0545","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22417","San Bernardino","UNI0547","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22418","San Bernardino","UNI0549","U.S. Senate",NA,"Dem","Kevin DeLeon",167
"22419","San Bernardino","UNI0550","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22420","San Bernardino","UNI0551","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22421","San Bernardino","UNI0552","U.S. Senate",NA,"Dem","Kevin DeLeon",16
"22422","San Bernardino","UNI0553","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22423","San Bernardino","UNI0554","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22424","San Bernardino","UNI0555","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22425","San Bernardino","UNI0558","U.S. Senate",NA,"Dem","Kevin DeLeon",305
"22426","San Bernardino","UNI0559","U.S. Senate",NA,"Dem","Kevin DeLeon",341
"22427","San Bernardino","UNI0560","U.S. Senate",NA,"Dem","Kevin DeLeon",335
"22428","San Bernardino","UNI0561","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22429","San Bernardino","UNI0562","U.S. Senate",NA,"Dem","Kevin DeLeon",23
"22430","San Bernardino","UNI0563","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22431","San Bernardino","UNI0564","U.S. Senate",NA,"Dem","Kevin DeLeon",11
"22432","San Bernardino","UNI0565","U.S. Senate",NA,"Dem","Kevin DeLeon",52
"22433","San Bernardino","UNI0577","U.S. Senate",NA,"Dem","Kevin DeLeon",122
"22434","San Bernardino","UNI0582","U.S. Senate",NA,"Dem","Kevin DeLeon",20
"22435","San Bernardino","UNI0584","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22436","San Bernardino","UNI0585","U.S. Senate",NA,"Dem","Kevin DeLeon",209
"22437","San Bernardino","UNI0586","U.S. Senate",NA,"Dem","Kevin DeLeon",37
"22438","San Bernardino","UNI0587","U.S. Senate",NA,"Dem","Kevin DeLeon",408
"22439","San Bernardino","UNI0588","U.S. Senate",NA,"Dem","Kevin DeLeon",178
"22440","San Bernardino","UNI0589","U.S. Senate",NA,"Dem","Kevin DeLeon",290
"22441","San Bernardino","UNI0590","U.S. Senate",NA,"Dem","Kevin DeLeon",149
"22442","San Bernardino","UNI0594","U.S. Senate",NA,"Dem","Kevin DeLeon",76
"22443","San Bernardino","UNI0598","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22444","San Bernardino","UNI0607","U.S. Senate",NA,"Dem","Kevin DeLeon",222
"22445","San Bernardino","UNI0619","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22446","San Bernardino","UNI0621","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22447","San Bernardino","UNI0622","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22448","San Bernardino","UNI0625","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22449","San Bernardino","UNI0626","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22450","San Bernardino","UNI0627","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22451","San Bernardino","UNI0632","U.S. Senate",NA,"Dem","Kevin DeLeon",52
"22452","San Bernardino","UNI0634","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22453","San Bernardino","UNI0635","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22454","San Bernardino","UNI0636","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22455","San Bernardino","UNI0640","U.S. Senate",NA,"Dem","Kevin DeLeon",19
"22456","San Bernardino","UNI0641","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22457","San Bernardino","UNI0646","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22458","San Bernardino","UNI0647","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22459","San Bernardino","UNI0648","U.S. Senate",NA,"Dem","Kevin DeLeon",187
"22460","San Bernardino","UNI0649","U.S. Senate",NA,"Dem","Kevin DeLeon",244
"22461","San Bernardino","UNI0650","U.S. Senate",NA,"Dem","Kevin DeLeon",354
"22462","San Bernardino","UNI0652","U.S. Senate",NA,"Dem","Kevin DeLeon",265
"22463","San Bernardino","UNI0653","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22464","San Bernardino","UNI0655","U.S. Senate",NA,"Dem","Kevin DeLeon",493
"22465","San Bernardino","UNI0657","U.S. Senate",NA,"Dem","Kevin DeLeon",256
"22466","San Bernardino","UNI0664","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22467","San Bernardino","UNI0677","U.S. Senate",NA,"Dem","Kevin DeLeon",36
"22468","San Bernardino","UNI0679","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22469","San Bernardino","UNI0680","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22470","San Bernardino","UNI0686","U.S. Senate",NA,"Dem","Kevin DeLeon",14
"22471","San Bernardino","UNI0688","U.S. Senate",NA,"Dem","Kevin DeLeon",42
"22472","San Bernardino","UNI0691","U.S. Senate",NA,"Dem","Kevin DeLeon",105
"22473","San Bernardino","UNI0692","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22474","San Bernardino","UNI0698","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22475","San Bernardino","UNI0701","U.S. Senate",NA,"Dem","Kevin DeLeon",193
"22476","San Bernardino","UNI0705","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22477","San Bernardino","UNI0706","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22478","San Bernardino","UNI0708","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22479","San Bernardino","UNI0713","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22480","San Bernardino","UNI0715","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22481","San Bernardino","UNI0736","U.S. Senate",NA,"Dem","Kevin DeLeon",84
"22482","San Bernardino","UNI0737","U.S. Senate",NA,"Dem","Kevin DeLeon",42
"22483","San Bernardino","UNI0738","U.S. Senate",NA,"Dem","Kevin DeLeon",20
"22484","San Bernardino","UNI0739","U.S. Senate",NA,"Dem","Kevin DeLeon",33
"22485","San Bernardino","UNI0740","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22486","San Bernardino","UNI0744","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22487","San Bernardino","UNI0745","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22488","San Bernardino","UNI0759","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22489","San Bernardino","UNI0765","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22490","San Bernardino","UNI0766","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22491","San Bernardino","UNI0769","U.S. Senate",NA,"Dem","Kevin DeLeon",473
"22492","San Bernardino","UNI0771","U.S. Senate",NA,"Dem","Kevin DeLeon",17
"22493","San Bernardino","UNI0772","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22494","San Bernardino","UNI0773","U.S. Senate",NA,"Dem","Kevin DeLeon",10
"22495","San Bernardino","UNI0779","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22496","San Bernardino","UNI0785","U.S. Senate",NA,"Dem","Kevin DeLeon",84
"22497","San Bernardino","UNI0786","U.S. Senate",NA,"Dem","Kevin DeLeon",17
"22498","San Bernardino","UNI0787","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22499","San Bernardino","UNI0789","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22500","San Bernardino","UNI0790","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22501","San Bernardino","UNI0791","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22502","San Bernardino","UNI0793","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22503","San Bernardino","UNI0795","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22504","San Bernardino","UNI0798","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22505","San Bernardino","UNI0834","U.S. Senate",NA,"Dem","Kevin DeLeon",45
"22506","San Bernardino","UNI0838","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22507","San Bernardino","UNI0839","U.S. Senate",NA,"Dem","Kevin DeLeon",13
"22508","San Bernardino","UNI0840","U.S. Senate",NA,"Dem","Kevin DeLeon",670
"22509","San Bernardino","UNI0857","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22510","San Bernardino","UNI0858","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22511","San Bernardino","UNI0867","U.S. Senate",NA,"Dem","Kevin DeLeon",421
"22512","San Bernardino","UNI0869","U.S. Senate",NA,"Dem","Kevin DeLeon",244
"22513","San Bernardino","UNI0875","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22514","San Bernardino","UNI0876","U.S. Senate",NA,"Dem","Kevin DeLeon",12
"22515","San Bernardino","UNI0877","U.S. Senate",NA,"Dem","Kevin DeLeon",718
"22516","San Bernardino","UNI0915","U.S. Senate",NA,"Dem","Kevin DeLeon",35
"22517","San Bernardino","UNI0917","U.S. Senate",NA,"Dem","Kevin DeLeon",5
"22518","San Bernardino","UNI0918","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22519","San Bernardino","UNI0948","U.S. Senate",NA,"Dem","Kevin DeLeon",190
"22520","San Bernardino","UNI0992","U.S. Senate",NA,"Dem","Kevin DeLeon",91
"22521","San Bernardino","UNI0993","U.S. Senate",NA,"Dem","Kevin DeLeon",41
"22522","San Bernardino","UNI0994","U.S. Senate",NA,"Dem","Kevin DeLeon",57
"22523","San Bernardino","UNI0995","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22524","San Bernardino","UNI0996","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22525","San Bernardino","UNI1022","U.S. Senate",NA,"Dem","Kevin DeLeon",46
"22526","San Bernardino","UNI1023","U.S. Senate",NA,"Dem","Kevin DeLeon",218
"22527","San Bernardino","UNI1024","U.S. Senate",NA,"Dem","Kevin DeLeon",185
"22528","San Bernardino","UNI1025","U.S. Senate",NA,"Dem","Kevin DeLeon",119
"22529","San Bernardino","UNI1143","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22530","San Bernardino","UNI1144","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22531","San Bernardino","UNI1145","U.S. Senate",NA,"Dem","Kevin DeLeon",20
"22532","San Bernardino","UNI1146","U.S. Senate",NA,"Dem","Kevin DeLeon",4
"22533","San Bernardino","UNI1147","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22534","San Bernardino","UNI1148","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22535","San Bernardino","UNI1152","U.S. Senate",NA,"Dem","Kevin DeLeon",3
"22536","San Bernardino","UNI1153","U.S. Senate",NA,"Dem","Kevin DeLeon",7
"22537","San Bernardino","UNI1199","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22538","San Bernardino","UNI1200","U.S. Senate",NA,"Dem","Kevin DeLeon",218
"22539","San Bernardino","UNI1201","U.S. Senate",NA,"Dem","Kevin DeLeon",292
"22540","San Bernardino","UNI1202","U.S. Senate",NA,"Dem","Kevin DeLeon",367
"22541","San Bernardino","UNI1203","U.S. Senate",NA,"Dem","Kevin DeLeon",187
"22542","San Bernardino","UNI1204","U.S. Senate",NA,"Dem","Kevin DeLeon",179
"22543","San Bernardino","UNI1258","U.S. Senate",NA,"Dem","Kevin DeLeon",263
"22544","San Bernardino","UNI1259","U.S. Senate",NA,"Dem","Kevin DeLeon",108
"22545","San Bernardino","UNI1271","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22546","San Bernardino","UNI1274","U.S. Senate",NA,"Dem","Kevin DeLeon",182
"22547","San Bernardino","UNI1348","U.S. Senate",NA,"Dem","Kevin DeLeon",133
"22548","San Bernardino","UNI1349","U.S. Senate",NA,"Dem","Kevin DeLeon",52
"22549","San Bernardino","UNI1350","U.S. Senate",NA,"Dem","Kevin DeLeon",361
"22550","San Bernardino","UNI1351","U.S. Senate",NA,"Dem","Kevin DeLeon",217
"22551","San Bernardino","UNI1353","U.S. Senate",NA,"Dem","Kevin DeLeon",329
"22552","San Bernardino","UNI1354","U.S. Senate",NA,"Dem","Kevin DeLeon",357
"22553","San Bernardino","UNI1355","U.S. Senate",NA,"Dem","Kevin DeLeon",359
"22554","San Bernardino","UNI1357","U.S. Senate",NA,"Dem","Kevin DeLeon",33
"22555","San Bernardino","UNI1359","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22556","San Bernardino","UNI1457","U.S. Senate",NA,"Dem","Kevin DeLeon",282
"22557","San Bernardino","UNI1458","U.S. Senate",NA,"Dem","Kevin DeLeon",122
"22558","San Bernardino","UNI1459","U.S. Senate",NA,"Dem","Kevin DeLeon",100
"22559","San Bernardino","UNI1510","U.S. Senate",NA,"Dem","Kevin DeLeon",342
"22560","San Bernardino","UNI1511","U.S. Senate",NA,"Dem","Kevin DeLeon",17
"22561","San Bernardino","UNI1512","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22562","San Bernardino","UNI1513","U.S. Senate",NA,"Dem","Kevin DeLeon",0
"22563","San Bernardino","UNI1514","U.S. Senate",NA,"Dem","Kevin DeLeon",49
"22564","San Bernardino","UNI1515","U.S. Senate",NA,"Dem","Kevin DeLeon",1
"22565","San Bernardino","UNI1516","U.S. Senate",NA,"Dem","Kevin DeLeon",2
"22566","San Bernardino","UNI1517","U.S. Senate",NA,"Dem","Kevin DeLeon",231
"22567","San Bernardino","UNI1518","U.S. Senate",NA,"Dem","Kevin DeLeon",15
"22568","San Bernardino","UNI1527","U.S. Senate",NA,"Dem","Kevin DeLeon",328
"22569","San Bernardino","UNI1528","U.S. Senate",NA,"Dem","Kevin DeLeon",269
