county,precinct,office,district,party,candidate,election_day,mail,votes
San Francisco,PCT 7203,President,,LIB,Jo Jorgensen,3,3,6
San Francisco,PCT 7204,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 7205,President,,LIB,Jo Jorgensen,3,6,9
San Francisco,PCT 7206,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7207,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7208,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7209,President,,LIB,Jo Jorgensen,1,13,14
San Francisco,PCT 7301,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7302,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7303,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7304,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7305,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7306,President,,LIB,Jo Jorgensen,2,7,9
San Francisco,PCT 7307,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 7308,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7309,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7311,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7312,President,,LIB,Jo Jorgensen,3,9,12
San Francisco,PCT 7313,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7314,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7315,President,,LIB,Jo Jorgensen,2,8,10
San Francisco,PCT 7316,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7317,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7318,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 7319,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7321,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7322,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7323,President,,LIB,Jo Jorgensen,2,4,6
San Francisco,PCT 7324,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7325,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7326,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7327,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7328,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7329,President,,LIB,Jo Jorgensen,2,4,6
San Francisco,PCT 7331,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7332,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 7333,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 7334,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7335,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 7336,President,,LIB,Jo Jorgensen,1,13,14
San Francisco,PCT 7337,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7338,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7339,President,,LIB,Jo Jorgensen,0,11,11
San Francisco,PCT 7341,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7342,President,,LIB,Jo Jorgensen,1,18,19
San Francisco,PCT 7343,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7344,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7345,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7346,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7347,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 7348,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7349,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 7501,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7502,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7503,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7504,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7505,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7506,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7507,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7508,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7509/7511,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7512,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7513,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7514,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7515,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7516,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7517,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7518,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 7519,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7521,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7522,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7523,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7524,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7525,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7526,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7527/7528,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7529,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7531,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7532,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7533,President,,LIB,Jo Jorgensen,4,9,13
San Francisco,PCT 7534,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7535,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7536,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7537,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7538,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7539,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7541,President,,LIB,Jo Jorgensen,2,2,4
San Francisco,PCT 7542,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7543,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7544,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7545,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7546,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7547,President,,LIB,Jo Jorgensen,2,7,9
San Francisco,PCT 7548,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7549,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7551,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7552,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 7553 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7554,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7555,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7556/7557,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7601,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7602,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7603,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7604,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7605,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7606,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7607,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7608,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7609,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7611,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7612,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7613,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7614,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7615,President,,LIB,Jo Jorgensen,2,4,6
San Francisco,PCT 7616,President,,LIB,Jo Jorgensen,0,12,12
San Francisco,PCT 7617,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7618,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7619,President,,LIB,Jo Jorgensen,0,13,13
San Francisco,PCT 7621,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7622,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7623,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7624,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7625,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7626,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7627,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7628,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7629,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7631,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7632,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7633,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7634,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7635,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7636,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7637,President,,LIB,Jo Jorgensen,4,8,12
San Francisco,PCT 7638,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7639,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7641,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7642,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 7643,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7644,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 7645,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7646,President,,LIB,Jo Jorgensen,1,11,12
San Francisco,PCT 7647,President,,LIB,Jo Jorgensen,3,4,7
San Francisco,PCT 7648 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7649,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7651,President,,LIB,Jo Jorgensen,0,12,12
San Francisco,PCT 7652,President,,LIB,Jo Jorgensen,0,13,13
San Francisco,PCT 7653,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7654,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7655,President,,LIB,Jo Jorgensen,1,12,13
San Francisco,PCT 7656,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7657,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7701,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7702,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7703 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7704,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7705,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7706,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7707,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7708,President,,LIB,Jo Jorgensen,0,11,11
San Francisco,PCT 7709,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7711,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7712,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7801,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 7802,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7803,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7804,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7805,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7806,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7807,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7808,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7809,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7811,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7812,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7813,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7814,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7815,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7816,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7817,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7818,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7819,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7821,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7822,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7823,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7824,President,,LIB,Jo Jorgensen,3,1,4
San Francisco,PCT 7825,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7826,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7827,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7828,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7829,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 7831,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7832,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7833,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7834,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7835,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7836,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7837,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7838,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7839,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7841,President,,LIB,Jo Jorgensen,3,5,8
San Francisco,PCT 7842,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7843,President,,LIB,Jo Jorgensen,2,2,4
San Francisco,PCT 7844,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7845,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7846,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 7847,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7848,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7849,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7851,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7852,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7853,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7854,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7855,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7856,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7857,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7858,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7859,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7861,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7862,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7863,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7864,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 7865,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7866,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7867,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7868,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7869,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7871,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7872,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7873,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7874,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7875,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7876,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7901,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7902,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7903,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7904,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7905,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7906,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7907,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7908,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7909,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7911,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7912,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7913,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 7914,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 7915,President,,LIB,Jo Jorgensen,1,0,1
San Francisco,PCT 7916,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7917,President,,LIB,Jo Jorgensen,1,1,2
San Francisco,PCT 7918,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7919,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 7921,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 7922,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7923,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7924,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7925,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7926,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7927,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 7928,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7929,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7931,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 7932,President,,LIB,Jo Jorgensen,2,2,4
San Francisco,PCT 7933 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7934,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7935,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7936,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7937,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7938,President,,LIB,Jo Jorgensen,2,1,3
San Francisco,PCT 7939,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7941,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7942,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7943,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7944,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 7945,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 7946,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 7947,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 7948,President,,LIB,Jo Jorgensen,0,1,1
San Francisco,PCT 7949,President,,LIB,Jo Jorgensen,0,3,3
San Francisco,PCT 7951,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7952,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 7953,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 7954 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7955,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 7956,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 7957,President,,LIB,Jo Jorgensen,3,1,4
San Francisco,PCT 7958 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 7959,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9001 MB,President,,LIB,Jo Jorgensen,0,0,0
San Francisco,PCT 9101,President,,LIB,Jo Jorgensen,2,7,9
San Francisco,PCT 9102,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 9103,President,,LIB,Jo Jorgensen,0,13,13
San Francisco,PCT 9104,President,,LIB,Jo Jorgensen,3,6,9
San Francisco,PCT 9105,President,,LIB,Jo Jorgensen,2,9,11
San Francisco,PCT 9106,President,,LIB,Jo Jorgensen,2,6,8
San Francisco,PCT 9107,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9108,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 9109,President,,LIB,Jo Jorgensen,0,8,8
San Francisco,PCT 9111,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 9112,President,,LIB,Jo Jorgensen,3,4,7
San Francisco,PCT 9113,President,,LIB,Jo Jorgensen,2,9,11
San Francisco,PCT 9114,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 9115,President,,LIB,Jo Jorgensen,1,2,3
San Francisco,PCT 9116,President,,LIB,Jo Jorgensen,3,7,10
San Francisco,PCT 9117,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9118,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9119,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 9121,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 9122,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 9123,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 9124,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 9125,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 9126,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 9127,President,,LIB,Jo Jorgensen,3,6,9
San Francisco,PCT 9128,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 9129,President,,LIB,Jo Jorgensen,0,4,4
San Francisco,PCT 9131,President,,LIB,Jo Jorgensen,1,4,5
San Francisco,PCT 9132,President,,LIB,Jo Jorgensen,2,7,9
San Francisco,PCT 9133,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9134,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9135,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 9136,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 9137,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9138,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9139,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9141,President,,LIB,Jo Jorgensen,3,5,8
San Francisco,PCT 9142,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 9143,President,,LIB,Jo Jorgensen,1,3,4
San Francisco,PCT 9144,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9145,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9146,President,,LIB,Jo Jorgensen,0,2,2
San Francisco,PCT 9147,President,,LIB,Jo Jorgensen,2,3,5
San Francisco,PCT 9148,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 9149,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9151,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9152,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9201,President,,LIB,Jo Jorgensen,1,5,6
San Francisco,PCT 9202,President,,LIB,Jo Jorgensen,2,8,10
San Francisco,PCT 9203,President,,LIB,Jo Jorgensen,3,7,10
San Francisco,PCT 9204,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 9205,President,,LIB,Jo Jorgensen,2,10,12
San Francisco,PCT 9206,President,,LIB,Jo Jorgensen,1,16,17
San Francisco,PCT 9207,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 9208,President,,LIB,Jo Jorgensen,2,11,13
San Francisco,PCT 9209,President,,LIB,Jo Jorgensen,2,4,6
San Francisco,PCT 9211,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9212,President,,LIB,Jo Jorgensen,0,9,9
San Francisco,PCT 9213,President,,LIB,Jo Jorgensen,2,8,10
San Francisco,PCT 9214,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9215,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 9216,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 9217,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9218,President,,LIB,Jo Jorgensen,2,10,12
San Francisco,PCT 9219,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9221,President,,LIB,Jo Jorgensen,2,8,10
San Francisco,PCT 9222,President,,LIB,Jo Jorgensen,0,7,7
San Francisco,PCT 9223,President,,LIB,Jo Jorgensen,2,7,9
San Francisco,PCT 9224,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 9225,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9226,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 9227,President,,LIB,Jo Jorgensen,1,7,8
San Francisco,PCT 9228,President,,LIB,Jo Jorgensen,1,6,7
San Francisco,PCT 9229,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 9231,President,,LIB,Jo Jorgensen,2,5,7
San Francisco,PCT 9232,President,,LIB,Jo Jorgensen,0,5,5
San Francisco,PCT 9233,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 9234,President,,LIB,Jo Jorgensen,0,10,10
San Francisco,PCT 9235,President,,LIB,Jo Jorgensen,1,10,11
San Francisco,PCT 9236,President,,LIB,Jo Jorgensen,0,6,6
San Francisco,PCT 9237,President,,LIB,Jo Jorgensen,3,7,10
San Francisco,PCT 9238,President,,LIB,Jo Jorgensen,0,11,11
San Francisco,PCT 9239,President,,LIB,Jo Jorgensen,1,8,9
San Francisco,PCT 9241,President,,LIB,Jo Jorgensen,1,9,10
San Francisco,PCT 9242,President,,LIB,Jo Jorgensen,0,11,11
